"","uniprot_name","uniprot_accessions","knownness","gene_name","protein_name","taxon_id","species","cluster_id","panther_group"
"8837","F16P2_MOUSE","Q9JK05",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8838","F16P2_MOUSE","Q9JK06",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8839","F16P2_MOUSE","Q9JK07",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8840","F16P2_MOUSE","Q9JK08",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8841","F16P2_MOUSE","Q9JK09",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8842","F16P2_MOUSE","Q9QXB4",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8843","F16P2_MOUSE","Q9QXB5",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8844","F16P2_MOUSE","Q9QXB6",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8845","F16P2_MOUSE","Q9QXD7",0,"Fbp2","Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",10090,"Mus musculus","UKP00346","PTHR11556"
"8846","EWS_MOUSE","Q61545",0,"Ewsr1","RNA-binding protein EWS",10090,"Mus musculus","UKP00942","PTHR23238"
"8847","EWS_MOUSE","Q9D2P0",0,"Ewsr1","RNA-binding protein EWS",10090,"Mus musculus","UKP00942","PTHR23238"
"8848","RGS12_MOUSE","Q8CGE9",0,"Rgs12","Regulator of G-protein signaling 12 (RGS12)",10090,"Mus musculus","UKP08292","PTHR45945"
"8849","RGS12_MOUSE","E9PXX2",0,"Rgs12","Regulator of G-protein signaling 12 (RGS12)",10090,"Mus musculus","UKP08292","PTHR45945"
"8850","H2B1P_MOUSE","Q8CGP2",0,"Hist1h2bp","Histone H2B type 1-P",10090,"Mus musculus","UKP01664","PTHR23428"
"8851","H2B1P_MOUSE","Q64477",0,"Hist1h2bp","Histone H2B type 1-P",10090,"Mus musculus","UKP01664","PTHR23428"
"8852","H2B1P_MOUSE","Q6P8V8",0,"Hist1h2bp","Histone H2B type 1-P",10090,"Mus musculus","UKP01664","PTHR23428"
"8853","DX39A_MOUSE","Q8VDW0",0,"Ddx39a","ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39)",10090,"Mus musculus","UKP01287","PTHR47958"
"8854","DX39A_MOUSE","Q3UJV4",0,"Ddx39a","ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39)",10090,"Mus musculus","UKP01287","PTHR47958"
"8855","DX39A_MOUSE","Q8C2C2",0,"Ddx39a","ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39)",10090,"Mus musculus","UKP01287","PTHR47958"
"8856","ERLN1_MOUSE","Q91X78",0,"Erlin1","Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04 homolog) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1)",10090,"Mus musculus","UKP05292","PTHR15351"
"8857","ERLN1_MOUSE","A0A0R4J1G5",0,"Erlin1","Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04 homolog) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1)",10090,"Mus musculus","UKP05292","PTHR15351"
"8858","ERLN1_MOUSE","Q3UKI9",0,"Erlin1","Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04 homolog) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1)",10090,"Mus musculus","UKP05292","PTHR15351"
"8859","ERLN1_MOUSE","Q8CIH7",0,"Erlin1","Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04 homolog) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1)",10090,"Mus musculus","UKP05292","PTHR15351"
"8860","SNTB1_MOUSE","Q99L88",0,"Sntb1","Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (Syntrophin-2)",10090,"Mus musculus","UKP06498","PTHR10554"
"8861","SNTB1_MOUSE","O35925",0,"Sntb1","Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (Syntrophin-2)",10090,"Mus musculus","UKP06498","PTHR10554"
"8862","PAR3L_MOUSE","Q9CSB4",0,"Pard3b","Partitioning defective 3 homolog B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein homolog) (PAR3-beta) (Partitioning defective 3-like protein) (PAR3-L protein)",10090,"Mus musculus","UKP06633","PTHR16484"
"8863","PAR3L_MOUSE","Q5SV53",0,"Pard3b","Partitioning defective 3 homolog B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein homolog) (PAR3-beta) (Partitioning defective 3-like protein) (PAR3-L protein)",10090,"Mus musculus","UKP06633","PTHR16484"
"8864","H2B3A_MOUSE","Q9D2U9",0,"H2bu2","H2B.U histone 2 (Histone H2B type 3-A)",10090,"Mus musculus","UKP01664","PTHR23428"
"8865","SEM4G_MOUSE","Q9WUH7",0,"Sema4g","Semaphorin-4G",10090,"Mus musculus","UKP06242","PTHR11036"
"8866","AN32A_MOUSE","O35381",0,"Anp32a","Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (Leucine-rich acidic nuclear protein) (LANP) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A)",10090,"Mus musculus","UKP05925","PTHR11375"
"8867","AN32A_MOUSE","P97437",0,"Anp32a","Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (Leucine-rich acidic nuclear protein) (LANP) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A)",10090,"Mus musculus","UKP05925","PTHR11375"
"8868","STRN_MOUSE","O55106",0,"Strn","Striatin",10090,"Mus musculus","UKP06766","PTHR15653"
"8869","STRN_MOUSE","B2RWV9",0,"Strn","Striatin",10090,"Mus musculus","UKP06766","PTHR15653"
"8870","STRN_MOUSE","Q5BKR9",0,"Strn","Striatin",10090,"Mus musculus","UKP06766","PTHR15653"
"8871","RND3_MOUSE","P61588",0,"Rnd3","Rho-related GTP-binding protein RhoE (Rho family GTPase 3) (Rnd3)",10090,"Mus musculus","UKP02086","PTHR24072"
"8872","RND3_MOUSE","P52199",0,"Rnd3","Rho-related GTP-binding protein RhoE (Rho family GTPase 3) (Rnd3)",10090,"Mus musculus","UKP02086","PTHR24072"
"8873","RND3_MOUSE","Q6ZWS2",0,"Rnd3","Rho-related GTP-binding protein RhoE (Rho family GTPase 3) (Rnd3)",10090,"Mus musculus","UKP02086","PTHR24072"
"8874","GGT7_MOUSE","Q99JP7",0,"Ggt7","Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]",10090,"Mus musculus","UKP00204","PTHR11686"
"8875","GGT7_MOUSE","A2AQN1",0,"Ggt7","Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]",10090,"Mus musculus","UKP00204","PTHR11686"
"8876","GGT7_MOUSE","Q91V91",0,"Ggt7","Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]",10090,"Mus musculus","UKP00204","PTHR11686"
"8877","TBCB_MOUSE","Q9D1E6",0,"Tbcb","Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)",10090,"Mus musculus","UKP02339","PTHR18916"
"8878","TBCB_MOUSE","Q9CWR6",0,"Tbcb","Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)",10090,"Mus musculus","UKP02339","PTHR18916"
"8879","TBCB_MOUSE","Q9DCZ6",0,"Tbcb","Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)",10090,"Mus musculus","UKP02339","PTHR18916"
"8880","ATPO_MOUSE","Q9DB20",0,"Atp5po","ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP)",10090,"Mus musculus","UKP02510","PTHR11910"
"8881","CTTB2_MOUSE","B9EJA2",0,"Cttnbp2","Cortactin-binding protein 2 (CortBP2)",10090,"Mus musculus","UKP05919","PTHR24166"
"8882","CTTB2_MOUSE","G3X9L7",0,"Cttnbp2","Cortactin-binding protein 2 (CortBP2)",10090,"Mus musculus","UKP05919","PTHR24166"
"8883","CTTB2_MOUSE","Q69ZB2",0,"Cttnbp2","Cortactin-binding protein 2 (CortBP2)",10090,"Mus musculus","UKP05919","PTHR24166"
"8884","CTTB2_MOUSE","Q8BVG1",0,"Cttnbp2","Cortactin-binding protein 2 (CortBP2)",10090,"Mus musculus","UKP05919","PTHR24166"
"8885","CTTB2_MOUSE","Q8C044",0,"Cttnbp2","Cortactin-binding protein 2 (CortBP2)",10090,"Mus musculus","UKP05919","PTHR24166"
"8886","CP2D9_MOUSE","P11714",0,"Cyp2d9","Cytochrome P450 2D9 (EC 1.14.14.1) (CYPIID9) (Cytochrome P450-16-alpha) (Cytochrome P450CA) (Testosterone 16-alpha hydroxylase)",10090,"Mus musculus","UKP06906","PTHR24300"
"8887","CP2D9_MOUSE","Q64489",0,"Cyp2d9","Cytochrome P450 2D9 (EC 1.14.14.1) (CYPIID9) (Cytochrome P450-16-alpha) (Cytochrome P450CA) (Testosterone 16-alpha hydroxylase)",10090,"Mus musculus","UKP06906","PTHR24300"
"8888","CP2D9_MOUSE","Q921V1",0,"Cyp2d9","Cytochrome P450 2D9 (EC 1.14.14.1) (CYPIID9) (Cytochrome P450-16-alpha) (Cytochrome P450CA) (Testosterone 16-alpha hydroxylase)",10090,"Mus musculus","UKP06906","PTHR24300"
"8889","KPB1_MOUSE","P18826",0,"Phka1","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)",10090,"Mus musculus","UKP06927","PTHR10749"
"8890","KPB1_MOUSE","A2AI90",0,"Phka1","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)",10090,"Mus musculus","UKP06927","PTHR10749"
"8891","FHL1_MOUSE","P97447",0,"Fhl1","Four and a half LIM domains protein 1 (FHL-1) (KyoT) (RBP-associated molecule 14-1) (RAM14-1) (Skeletal muscle LIM-protein 1) (SLIM) (SLIM-1)",10090,"Mus musculus","UKP08223","PTHR47029"
"8892","FHL1_MOUSE","O55181",0,"Fhl1","Four and a half LIM domains protein 1 (FHL-1) (KyoT) (RBP-associated molecule 14-1) (RAM14-1) (Skeletal muscle LIM-protein 1) (SLIM) (SLIM-1)",10090,"Mus musculus","UKP08223","PTHR47029"
"8893","FHL1_MOUSE","Q8K318",0,"Fhl1","Four and a half LIM domains protein 1 (FHL-1) (KyoT) (RBP-associated molecule 14-1) (RAM14-1) (Skeletal muscle LIM-protein 1) (SLIM) (SLIM-1)",10090,"Mus musculus","UKP08223","PTHR47029"
"8894","BMX_MOUSE","P97504",0,"Bmx","Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein homolog)",10090,"Mus musculus","UKP06182","PTHR24418"
"8895","MSLN_MOUSE","Q61468",0,"Msln","Mesothelin (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]",10090,"Mus musculus","UKP09153","PTHR23412"
"8896","I10R1_MOUSE","Q61727",0,"Il10ra","Interleukin-10 receptor subunit alpha (IL-10 receptor subunit alpha) (IL-10R subunit alpha) (IL-10RA) (CDw210a) (Interleukin-10 receptor subunit 1) (IL-10R subunit 1) (IL-10R1) (CD antigen CD210)",10090,"Mus musculus","UKP06270","PTHR20859"
"8897","LAIR1_MOUSE","Q8BG84",0,"Lair1","Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (mLAIR1) (CD antigen CD305)",10090,"Mus musculus","UKP07797","PTHR11738"
"8898","LAIR1_MOUSE","Q80UN5",0,"Lair1","Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (mLAIR1) (CD antigen CD305)",10090,"Mus musculus","UKP07797","PTHR11738"
"8899","LAIR1_MOUSE","Q8BHB6",0,"Lair1","Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (mLAIR1) (CD antigen CD305)",10090,"Mus musculus","UKP07797","PTHR11738"
"8900","LAIR1_MOUSE","Q8BRR6",0,"Lair1","Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (mLAIR1) (CD antigen CD305)",10090,"Mus musculus","UKP07797","PTHR11738"
"8901","LAIR1_MOUSE","Q8C6N8",0,"Lair1","Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (mLAIR1) (CD antigen CD305)",10090,"Mus musculus","UKP07797","PTHR11738"
"8902","LAIR1_MOUSE","Q8CEP5",0,"Lair1","Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (mLAIR1) (CD antigen CD305)",10090,"Mus musculus","UKP07797","PTHR11738"
"8903","H2B1K_MOUSE","Q8CGP1",0,"H2bc12","Histone H2B type 1-K",10090,"Mus musculus","UKP01664","PTHR23428"
"8904","PKN3_MOUSE","Q8K045",0,"Pkn3","Serine/threonine-protein kinase N3 (EC 2.7.11.13) (Protein kinase PKN-beta) (Protein-kinase C-related kinase 3)",10090,"Mus musculus","UKP01755","PTHR24351"
"8905","SSH3_MOUSE","Q8K330",0,"Ssh3","Protein phosphatase Slingshot homolog 3 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 3) (SSH-3L) (mSSH-3L)",10090,"Mus musculus","UKP07044","PTHR45864"
"8906","SSH3_MOUSE","Q3UDX0",0,"Ssh3","Protein phosphatase Slingshot homolog 3 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 3) (SSH-3L) (mSSH-3L)",10090,"Mus musculus","UKP07044","PTHR45864"
"8907","R144A_MOUSE","Q925F3",0,"Rnf144a","E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.31) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)",10090,"Mus musculus","UKP00161","PTHR11685"
"8908","R144A_MOUSE","Q3UZZ0",0,"Rnf144a","E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.31) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)",10090,"Mus musculus","UKP00161","PTHR11685"
"8909","R144A_MOUSE","Q6A0B4",0,"Rnf144a","E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.31) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)",10090,"Mus musculus","UKP00161","PTHR11685"
"8910","MOXD1_MOUSE","Q9CXI3",0,"Moxd1","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)",10090,"Mus musculus","UKP07658","PTHR10157"
"8911","MOXD1_MOUSE","Q6PFA8",0,"Moxd1","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)",10090,"Mus musculus","UKP07658","PTHR10157"
"8912","MOXD1_MOUSE","Q8BUZ7",0,"Moxd1","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)",10090,"Mus musculus","UKP07658","PTHR10157"
"8913","MOXD1_MOUSE","Q8R394",0,"Moxd1","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)",10090,"Mus musculus","UKP07658","PTHR10157"
"8914","MOXD1_MOUSE","Q9JJA6",0,"Moxd1","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)",10090,"Mus musculus","UKP07658","PTHR10157"
"8915","GLT15_MOUSE","Q9D2N8",0,"Galnt15","Polypeptide N-acetylgalactosaminyltransferase 15 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 2) (GalNAc-T-like protein 2) (pp-GaNTase-like protein 2) (Polypeptide N-acetylgalactosaminyltransferase-like protein 2) (Protein-UDP acetylgalactosaminyltransferase-like protein 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 2)",10090,"Mus musculus","UKP06734","PTHR11675"
"8916","GLT15_MOUSE","A3KN88",0,"Galnt15","Polypeptide N-acetylgalactosaminyltransferase 15 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 2) (GalNAc-T-like protein 2) (pp-GaNTase-like protein 2) (Polypeptide N-acetylgalactosaminyltransferase-like protein 2) (Protein-UDP acetylgalactosaminyltransferase-like protein 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 2)",10090,"Mus musculus","UKP06734","PTHR11675"
"8917","NQO2_MOUSE","Q9JI75",0,"Nqo2","Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.5.1) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)",10090,"Mus musculus","UKP07930","PTHR10204"
"8918","GLT16_MOUSE","Q9JJ61",0,"Galnt16","Polypeptide N-acetylgalactosaminyltransferase 16 (EC 2.4.1.41) (Polypeptide GalNAc transferase 16) (GalNAc-T16) (Polypeptide GalNAc transferase-like protein 1) (GalNAc-T-like protein 1) (pp-GaNTase-like protein 1) (Polypeptide N-acetylgalactosaminyltransferase-like protein 1) (Protein-UDP acetylgalactosaminyltransferase-like protein 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 1)",10090,"Mus musculus","UKP06734","PTHR11675"
"8919","GLT16_MOUSE","Q60GT0",0,"Galnt16","Polypeptide N-acetylgalactosaminyltransferase 16 (EC 2.4.1.41) (Polypeptide GalNAc transferase 16) (GalNAc-T16) (Polypeptide GalNAc transferase-like protein 1) (GalNAc-T-like protein 1) (pp-GaNTase-like protein 1) (Polypeptide N-acetylgalactosaminyltransferase-like protein 1) (Protein-UDP acetylgalactosaminyltransferase-like protein 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 1)",10090,"Mus musculus","UKP06734","PTHR11675"
"8920","NCAM2_MOUSE","O35136",0,"Ncam2","Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2) (Neural cell adhesion molecule RB-8) (R4B12)",10090,"Mus musculus","UKP07559","PTHR12231"
"8921","NCAM2_MOUSE","O35962",0,"Ncam2","Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2) (Neural cell adhesion molecule RB-8) (R4B12)",10090,"Mus musculus","UKP07559","PTHR12231"
"8922","NCAM2_MOUSE","Q0VF23",0,"Ncam2","Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2) (Neural cell adhesion molecule RB-8) (R4B12)",10090,"Mus musculus","UKP07559","PTHR12231"
"8923","K1KB3_MOUSE","P00756",0,"Klk1b3","Kallikrein 1-related peptidase b3 (EC 3.4.21.35) (7S nerve growth factor gamma chain) (Gamma-NGF) (Glandular kallikrein K3) (mGK-3) (Tissue kallikrein-3) [Cleaved into: Nerve growth factor gamma chain 1; Nerve growth factor gamma chain 2]",10090,"Mus musculus","UKP07278","PTHR24271"
"8924","K1KB3_MOUSE","A2RTW1",0,"Klk1b3","Kallikrein 1-related peptidase b3 (EC 3.4.21.35) (7S nerve growth factor gamma chain) (Gamma-NGF) (Glandular kallikrein K3) (mGK-3) (Tissue kallikrein-3) [Cleaved into: Nerve growth factor gamma chain 1; Nerve growth factor gamma chain 2]",10090,"Mus musculus","UKP07278","PTHR24271"
"8925","CYTC_MOUSE","P21460",0,"Cst3","Cystatin-C (Cystatin-3)",10090,"Mus musculus","UKP09848","PTHR46186"
"8926","CYTC_MOUSE","Q544Y0",0,"Cst3","Cystatin-C (Cystatin-3)",10090,"Mus musculus","UKP09848","PTHR46186"
"8927","MEP1B_MOUSE","Q61847",0,"Mep1b","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B)",10090,"Mus musculus","UKP06590","PTHR10127"
"8928","MEP1B_MOUSE","Q059K0",0,"Mep1b","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B)",10090,"Mus musculus","UKP06590","PTHR10127"
"8929","GSTM7_MOUSE","Q80W21",0,"Gstm7","Glutathione S-transferase Mu 7 (EC 2.5.1.18) (GST class-mu 7) (GSTM-7)",10090,"Mus musculus","UKP07266","PTHR11571"
"8930","GSTM7_MOUSE","Q3TRV7",0,"Gstm7","Glutathione S-transferase Mu 7 (EC 2.5.1.18) (GST class-mu 7) (GSTM-7)",10090,"Mus musculus","UKP07266","PTHR11571"
"8931","GSTM7_MOUSE","Q3V4E2",0,"Gstm7","Glutathione S-transferase Mu 7 (EC 2.5.1.18) (GST class-mu 7) (GSTM-7)",10090,"Mus musculus","UKP07266","PTHR11571"
"8932","ARFG2_MOUSE","Q99K28",0,"Arfgap2","ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289)",10090,"Mus musculus","UKP05114","PTHR45686"
"8933","ARFG2_MOUSE","Q9D758",0,"Arfgap2","ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289)",10090,"Mus musculus","UKP05114","PTHR45686"
"8934","ARFG2_MOUSE","Q9JIH1",0,"Arfgap2","ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289)",10090,"Mus musculus","UKP05114","PTHR45686"
"8935","NSF1C_MOUSE","Q9CZ44",0,"Nsfl1c","NSFL1 cofactor p47 (p97 cofactor p47)",10090,"Mus musculus","UKP02493","PTHR23333"
"8936","NSF1C_MOUSE","A2AT03",0,"Nsfl1c","NSFL1 cofactor p47 (p97 cofactor p47)",10090,"Mus musculus","UKP02493","PTHR23333"
"8937","NSF1C_MOUSE","Q80Y15",0,"Nsfl1c","NSFL1 cofactor p47 (p97 cofactor p47)",10090,"Mus musculus","UKP02493","PTHR23333"
"8938","NSF1C_MOUSE","Q8BYL3",0,"Nsfl1c","NSFL1 cofactor p47 (p97 cofactor p47)",10090,"Mus musculus","UKP02493","PTHR23333"
"8939","KAD3_MOUSE","Q9WTP7",0,"Ak3","GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",10090,"Mus musculus","UKP00079","PTHR23359"
"8940","KAD3_MOUSE","Q3UDN7",0,"Ak3","GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",10090,"Mus musculus","UKP00079","PTHR23359"
"8941","KAD3_MOUSE","Q8BGX5",0,"Ak3","GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",10090,"Mus musculus","UKP00079","PTHR23359"
"8942","KAD3_MOUSE","Q9D7Z1",0,"Ak3","GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",10090,"Mus musculus","UKP00079","PTHR23359"
"8943","KAD3_MOUSE","Q9DB57",0,"Ak3","GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",10090,"Mus musculus","UKP00079","PTHR23359"
"8944","KAD3_MOUSE","Q9DBM5",0,"Ak3","GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",10090,"Mus musculus","UKP00079","PTHR23359"
"8945","NTCP_MOUSE","O08705",0,"Slc10a1","Hepatic sodium/bile acid cotransporter (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/taurocholate cotransporting polypeptide) (NTCP) (Solute carrier family 10 member 1) (SLC10A1)",10090,"Mus musculus","UKP03863","PTHR10361"
"8946","NTCP_MOUSE","O35940",0,"Slc10a1","Hepatic sodium/bile acid cotransporter (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/taurocholate cotransporting polypeptide) (NTCP) (Solute carrier family 10 member 1) (SLC10A1)",10090,"Mus musculus","UKP03863","PTHR10361"
"8947","NTCP_MOUSE","Q52L86",0,"Slc10a1","Hepatic sodium/bile acid cotransporter (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/taurocholate cotransporting polypeptide) (NTCP) (Solute carrier family 10 member 1) (SLC10A1)",10090,"Mus musculus","UKP03863","PTHR10361"
"8948","ERMP1_MOUSE","Q3UVK0",0,"Ermp1","Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina)",10090,"Mus musculus","UKP04809","PTHR12147"
"8949","ERMP1_MOUSE","B2RXD6",0,"Ermp1","Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina)",10090,"Mus musculus","UKP04809","PTHR12147"
"8950","ERMP1_MOUSE","Q6ZPH9",0,"Ermp1","Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina)",10090,"Mus musculus","UKP04809","PTHR12147"
